carNum|sex|age|marriage|region|job|capacity|year|type|income
E0064|여|49|미혼|경기|개인사업|3000|2007|A|3300
E0065|남|39|미혼|인천|전문직|3000|2012|A|3300
E0066|여|22|미혼|충북|회사원|4500|2009|E|5113
E0067|남|39|미혼|경북|개인사업|3000|2014|B|3600
E0068|남|30|기혼|광주|개인사업|3500|2010|H|4200
E0069|여|18|미혼|제주|전문직|3500|2014|C|3850
E0070|여|21|기혼|전북|전문직|4500|2008|D|5400
E0071|남|59|미혼|충남|학생|4000|2015|E|5643
E0072|여|27|미혼|세종|전문직|4500|2014|G|6216
E0073|남|65|미혼|대구|공무원|3500|2015|C|4550
E0074|여|64|기혼|충북|개인사업|2500|2004|D|3124
E0075|여|45|기혼|전북|전문직|4000|2003|A|5200
E0076|남|70|미혼|서울|주부|3000|2015|B|4828
E0077|남|26|기혼|경남|회사원|3000|2005|F|3900
E0078|여|18|미혼|부산|공무원|3500|2008|D|4353
E0079|남|18|미혼|경기|전문직|3000|2008|G|3600
E0080|남|65|미혼|충남|전문직|3000|2010|C|3900
E0081|여|26|기혼|울산|전문직|3000|2016|B|3600
E0082|여|44|미혼|대전|주부|3000|2015|D|3870
E0083|여|33|미혼|전남|회사원|3000|2014|F|3864
E0084|여|42|미혼|대구|공무원|3000|2004|G|3508
E0085|남|68|기혼|전남|개인사업|3500|2005|H|3850
E0086|남|55|미혼|세종|전문직|3500|2001|F|3850
E0087|남|56|기혼|인천|주부|4000|2002|E|5200
E0088|남|50|기혼|전북|개인사업|3000|2008|G|3900
E0089|남|63|미혼|경기|회사원|3000|2016|A|3300
E0090|여|40|미혼|경남|전문직|4500|2014|D|4950
E0091|남|23|기혼|경기|공무원|4000|2002|H|4400
E0092|여|33|기혼|전북|프리랜서|2000|2000|B|2200
E0093|남|17|기혼|대구|회사원|3500|2009|C|4200
E0094|여|42|미혼|제주|프리랜서|3000|2010|G|3591
E0095|남|24|미혼|경기|학생|3000|2005|C|3900
E0096|여|31|미혼|울산|주부|3000|2014|G|3900
E0097|여|16|기혼|충남|공무원|4000|2000|H|4654
E0098|여|66|기혼|부산|전문직|3500|2006|G|3850
E0099|남|69|미혼|광주|회사원|3000|2001|B|3600
E0100|여|36|기혼|서울|전문직|4000|2015|D|4800
F0001|남|19|기혼|인천|주부|3500|2000|A|4200
F0002|여|39|기혼|경북|학생|3500|2002|B|4550
F0003|남|34|기혼|대구|전문직|3500|2005|C|4200
F0004|남|62|기혼|제주|개인사업|3500|2007|B|4550
F0005|여|59|미혼|제주|회사원|3000|2000|B|3600
F0006|여|63|미혼|울산|전문직|3500|2004|A|3850
F0007|남|44|기혼|경기|프리랜서|3000|2011|G|3900
F0008|여|22|미혼|부산|회사원|3000|2016|C|3300
F0009|여|68|기혼|경기|프리랜서|4000|2001|G|4400
F0010|남|21|기혼|강원|전문직|3500|2009|D|3850
F0011|여|46|미혼|부산|학생|2500|2006|A|3593
F0012|남|49|기혼|울산|회사원|3000|2015|D|3597
F0013|남|56|미혼|강원|전문직|3500|2007|C|4200
F0014|여|43|미혼|울산|프리랜서|3000|2012|D|3600
F0015|여|64|기혼|충북|공무원|4000|2006|B|4400
F0016|남|15|기혼|경북|학생|3500|2009|H|4200
F0017|남|46|미혼|충북|개인사업|3500|2012|B|4200
F0018|여|36|미혼|세종|회사원|4000|2009|F|5200
F0019|여|20|미혼|세종|회사원|3000|2016|D|3900
F0020|여|54|미혼|충남|회사원|3000|2001|D|3300
F0021|남|57|미혼|울산|전문직|3000|2005|F|4519
F0022|여|61|미혼|경남|공무원|4000|2000|F|4800
F0023|여|44|기혼|울산|개인사업|4000|2016|A|5377
F0024|남|44|기혼|충북|전문직|4000|2007|C|4800
F0025|여|18|기혼|전남|주부|3500|2012|C|4550
F0026|남|45|기혼|충북|전문직|3500|2011|D|3850
F0027|남|19|미혼|충북|주부|4000|2001|F|6033
F0028|남|59|기혼|인천|공무원|3500|2000|E|4099
F0029|남|47|미혼|대전|주부|3500|2014|G|3850
F0030|여|35|기혼|세종|개인사업|4000|2004|B|4400
F0031|남|50|미혼|광주|공무원|3500|2002|D|3850
F0032|여|64|기혼|경북|공무원|3500|2001|A|3850
F0033|여|45|기혼|서울|학생|3500|2006|B|5138
F0034|남|70|기혼|경북|공무원|2500|2016|G|2750
F0035|여|39|기혼|충북|개인사업|4000|2009|F|5200
F0036|남|70|미혼|울산|프리랜서|3000|2003|D|3300
F0037|여|33|미혼|경남|학생|4000|2006|B|5200
F0038|여|18|기혼|경기|회사원|2500|2003|B|3000
F0039|여|21|기혼|인천|회사원|3000|2008|D|4070
F0040|남|36|기혼|경남|공무원|4000|2010|B|4400
F0041|여|38|미혼|부산|공무원|4000|2002|D|5200
F0042|남|21|미혼|울산|개인사업|4000|2008|H|4553
F0043|여|52|기혼|전북|개인사업|3500|2003|E|4200
F0044|남|66|미혼|대구|프리랜서|3000|2010|B|3600
F0045|남|68|기혼|제주|주부|4500|2009|A|6162
F0046|남|25|기혼|제주|공무원|4000|2011|H|4800
F0047|남|35|미혼|대구|학생|3000|2010|D|3300
F0048|남|63|미혼|인천|회사원|2500|2004|A|3250
F0049|남|37|미혼|세종|전문직|3500|2016|G|4550
F0050|남|58|미혼|세종|개인사업|4500|2010|C|5850
F0051|남|29|기혼|전북|주부|3500|2004|B|4200
F0052|여|36|기혼|세종|주부|3500|2014|E|3850
F0053|남|39|기혼|서울|전문직|2500|2001|G|3000
F0054|남|36|미혼|인천|회사원|3000|2014|D|3300
F0055|남|35|기혼|서울|공무원|3500|2005|E|3850
F0056|여|24|기혼|울산|전문직|4000|2012|D|5200
F0057|남|54|기혼|부산|주부|4000|2012|D|5223
F0058|여|19|기혼|광주|프리랜서|3000|2007|B|4370
F0059|남|35|미혼|대구|공무원|3500|2014|G|3850
F0060|여|31|기혼|인천|프리랜서|3500|2016|D|3850
F0061|여|34|기혼|광주|회사원|3000|2005|E|3900
F0062|여|34|미혼|경북|학생|3500|2016|G|3850
F0063|여|60|미혼|부산|주부|3000|2002|F|3300
F0064|여|40|기혼|서울|공무원|3500|2016|H|3993
F0065|여|38|미혼|서울|회사원|4000|2008|F|4800
F0066|남|21|미혼|경남|전문직|2500|2012|D|2750
F0067|여|56|미혼|광주|주부|3500|2012|A|4550
F0068|남|18|기혼|서울|학생|3500|2014|E|4200
F0069|남|43|미혼|서울|전문직|4000|2000|H|5200
F0070|남|59|기혼|부산|학생|4000|2006|H|4400
F0071|여|16|미혼|경북|공무원|3500|2005|B|4200
F0072|남|21|기혼|충북|학생|3500|2001|F|4550
F0073|여|25|기혼|충북|주부|3500|2016|F|4756
F0074|여|67|기혼|전남|학생|3500|2012|C|4526
F0075|남|54|미혼|인천|전문직|3500|2016|B|4550
F0076|남|59|미혼|충남|개인사업|3500|2008|B|4200
F0077|여|49|기혼|충남|회사원|3500|2013|D|4200
F0078|여|62|기혼|경남|회사원|3500|2000|A|4200
F0079|여|68|미혼|서울|학생|3000|2004|A|3600
F0080|남|29|미혼|울산|공무원|2500|2009|G|3000
F0081|여|41|기혼|전북|회사원|3000|2005|E|3300
F0082|남|25|기혼|제주|주부|3500|2016|D|4200
F0083|여|47|미혼|경남|개인사업|4000|2013|F|5200
F0084|여|53|미혼|인천|학생|3000|2002|E|3900
F0085|여|23|기혼|대구|공무원|3500|2008|D|5101
F0086|남|51|기혼|서울|전문직|3500|2013|A|4200
F0087|여|66|미혼|광주|공무원|4000|2006|C|4400
F0088|남|65|미혼|제주|학생|4500|2012|H|5850
F0089|남|24|미혼|전남|개인사업|3500|2002|D|4200
F0090|여|40|기혼|광주|주부|3500|2009|A|4550
F0091|여|66|기혼|울산|개인사업|2000|2002|A|2200
F0092|남|40|기혼|인천|프리랜서|3500|2003|B|4385
F0093|남|65|미혼|충남|회사원|3500|2008|H|4550
F0094|여|23|기혼|서울|개인사업|4000|2000|G|4400
F0095|남|18|미혼|충북|학생|3000|2012|F|3900
F0096|남|62|기혼|부산|전문직|3500|2007|D|4200
F0097|남|24|기혼|부산|학생|2500|2015|C|3000
F0098|남|46|미혼|울산|주부|3500|2016|A|4550
F0099|남|44|미혼|경남|공무원|3000|2001|E|3600
F0100|여|45|미혼|강원|프리랜서|3500|2011|F|4200
G0001|남|64|기혼|제주|학생|3500|2012|E|4200
G0002|남|29|미혼|전남|전문직|4000|2016|H|5335
G0003|남|43|미혼|서울|주부|3500|2016|C|4200
G0004|남|67|기혼|서울|전문직|4000|2016|G|5200
G0005|여|19|기혼|강원|학생|3500|2014|F|4200
G0006|남|46|미혼|세종|프리랜서|3000|2003|A|4282
G0007|남|59|미혼|울산|공무원|3000|2001|F|3600
G0008|여|39|기혼|광주|학생|3000|2003|E|3300
G0009|여|16|미혼|전북|프리랜서|3000|2004|G|3600
G0010|남|62|미혼|전남|학생|3500|2007|A|5085
G0011|남|41|기혼|충북|학생|3500|2003|F|4200
G0012|남|58|기혼|세종|공무원|4000|2002|B|4800
G0013|남|16|기혼|서울|회사원|3000|2005|D|3900
G0014|여|27|기혼|충남|학생|3500|2003|G|4200
G0015|여|24|미혼|전남|개인사업|3000|2016|F|3900
G0016|남|59|미혼|광주|개인사업|2500|2002|H|3250
G0017|남|48|미혼|충북|주부|3500|2010|H|4550
G0018|남|24|기혼|전남|공무원|3500|2012|F|4200
G0019|남|43|미혼|경북|회사원|4000|2004|E|4400
G0020|여|64|기혼|제주|개인사업|4000|2012|H|4400
G0021|여|36|미혼|부산|주부|3000|2014|F|3300
G0022|남|27|기혼|전남|주부|3000|2000|B|3300
G0023|남|31|기혼|강원|회사원|3000|2011|B|3600
G0024|남|22|기혼|충남|공무원|3000|2006|C|3600
G0025|여|21|기혼|대전|회사원|3500|2013|H|4550
G0026|남|61|미혼|강원|회사원|3000|2001|H|4289
G0027|남|38|미혼|세종|학생|3500|2012|B|3850
G0028|남|40|기혼|전북|개인사업|3000|2010|A|3600
G0029|남|22|미혼|경기|개인사업|4000|2016|B|5200
G0030|여|19|기혼|경기|개인사업|3000|2002|C|3300
G0031|여|58|기혼|대전|전문직|3500|2006|E|3850
G0032|여|53|미혼|충남|학생|3500|2007|H|4687
G0033|남|33|미혼|광주|전문직|4500|2016|D|5606
G0034|남|16|기혼|경북|학생|3000|2005|B|3600
G0035|남|43|미혼|강원|개인사업|4000|2013|E|4400
G0036|남|47|미혼|충북|주부|3500|2000|E|4200
G0037|여|59|기혼|충남|학생|3500|2011|E|3850
G0038|여|65|기혼|충남|개인사업|3500|2012|E|4550
G0039|남|61|기혼|서울|프리랜서|2500|2008|B|3019
G0040|여|16|미혼|강원|공무원|3500|2003|E|4200
G0041|여|34|기혼|서울|전문직|3500|2008|F|4200
G0042|여|33|기혼|대구|주부|4000|2012|C|4800
G0043|남|24|기혼|대구|프리랜서|3500|2001|H|4255
G0044|남|66|기혼|충북|공무원|4000|2008|D|5200
G0045|남|41|기혼|전북|학생|3500|2009|A|4550
G0046|여|35|기혼|충남|주부|3000|2009|C|3300
G0047|남|50|기혼|전북|주부|4000|2012|H|4800
G0048|남|24|기혼|제주|주부|3000|2007|A|3600
G0049|여|34|기혼|경북|개인사업|3500|2011|D|4200
G0050|여|41|기혼|인천|공무원|4000|2013|D|4800
G0051|여|24|미혼|대구|전문직|3000|2001|H|3300
G0052|남|37|기혼|경기|회사원|2500|2014|G|3000
G0053|남|43|미혼|제주|프리랜서|3000|2008|B|4080
G0054|여|23|미혼|충남|학생|4500|2010|A|4950
G0055|여|22|기혼|제주|회사원|3500|2015|H|3850
G0056|남|56|미혼|인천|회사원|3500|2011|B|4550
G0057|남|68|기혼|울산|전문직|3000|2002|C|3900
G0058|남|16|미혼|인천|개인사업|4500|2000|B|5850
G0059|여|62|미혼|대전|회사원|4000|2000|H|5200
G0060|여|21|미혼|대구|개인사업|2500|2006|C|2750
G0061|남|29|미혼|대구|전문직|3000|2014|A|3659
G0062|여|66|기혼|제주|주부|4000|2008|A|4800
G0063|남|24|기혼|대전|회사원|3000|2005|G|3900
G0064|여|62|미혼|제주|학생|3500|2009|B|4550
G0065|여|18|미혼|충북|회사원|3500|2010|A|3850
G0066|남|20|미혼|전남|프리랜서|3000|2000|G|3600
G0067|남|40|기혼|인천|회사원|3500|2007|E|5153
G0068|남|51|미혼|강원|회사원|4000|2007|C|4400
G0069|남|62|미혼|강원|회사원|4000|2006|D|4400
G0070|여|52|기혼|부산|학생|3500|2011|E|3850
G0071|남|39|미혼|경북|주부|3000|2004|B|3600
G0072|남|39|미혼|제주|회사원|4000|2003|H|5200
G0073|남|61|미혼|인천|프리랜서|3000|2010|H|4219
G0074|여|43|기혼|강원|프리랜서|3000|2002|C|3900
G0075|남|61|미혼|경북|회사원|4500|2011|F|4950
G0076|남|44|미혼|서울|회사원|4000|2012|A|4800
G0077|여|43|미혼|충북|프리랜서|3000|2012|H|3900
G0078|여|19|미혼|경남|학생|4000|2005|C|4800
G0079|남|43|미혼|대구|회사원|4000|2009|B|4400
G0080|여|52|기혼|충북|프리랜서|3000|2015|E|4065
G0081|여|48|기혼|경기|회사원|4000|2014|C|4800
G0082|남|22|미혼|충북|공무원|3000|2006|B|4619
G0083|남|59|미혼|경북|전문직|4500|2003|G|5400
G0084|남|53|미혼|대구|학생|4000|2002|D|4800
G0085|여|33|기혼|경기|학생|3500|2007|H|4200
G0086|남|21|미혼|대구|회사원|4500|2004|F|5836
G0087|남|23|기혼|대구|프리랜서|4500|2000|F|5850
G0088|여|38|기혼|전남|프리랜서|4000|2011|G|4800
G0089|남|35|미혼|충남|프리랜서|4500|2003|C|5400
G0090|여|35|미혼|전북|회사원|3500|2013|B|4200
G0091|남|62|미혼|대전|전문직|4500|2007|A|5828
G0092|남|36|기혼|인천|학생|4000|2013|C|4800
G0093|여|59|미혼|충북|주부|3500|2008|E|4550
G0094|남|39|미혼|전북|전문직|3000|2007|E|3900
G0095|남|44|기혼|세종|회사원|3000|2009|E|3900
G0096|여|43|미혼|인천|공무원|3500|2006|D|4550
G0097|남|52|미혼|충남|학생|4000|2016|F|4800
G0098|남|18|기혼|세종|주부|4500|2000|H|4950
G0099|여|52|기혼|경남|학생|3000|2008|B|3900
G0100|남|36|기혼|세종|공무원|3500|2012|H|4550
H0001|남|15|기혼|충북|공무원|3000|2002|C|4046
H0002|남|69|기혼|대전|개인사업|4000|2016|E|5200
H0003|남|39|미혼|인천|회사원|4000|2004|H|5351
H0004|여|20|미혼|경남|회사원|3500|2011|F|4550
H0005|남|46|기혼|강원|회사원|3000|2004|H|3300
H0006|여|53|기혼|인천|학생|3000|2010|H|3900
H0007|남|65|미혼|제주|전문직|3000|2005|G|4426
H0008|여|60|기혼|광주|회사원|3500|2009|D|3850
H0009|여|19|미혼|제주|회사원|3500|2006|E|4550
H0010|여|17|기혼|경북|회사원|4000|2007|E|5200
H0011|남|44|미혼|충북|주부|4000|2002|G|5200
H0012|여|30|미혼|충북|전문직|3500|2003|G|3850
H0013|여|46|미혼|광주|전문직|3500|2005|A|3850
H0014|남|28|기혼|울산|회사원|3500|2010|B|4550
H0015|여|68|미혼|충북|회사원|3500|2006|F|4200
H0016|남|19|기혼|전북|전문직|3500|2011|F|4550
H0017|남|55|미혼|전북|프리랜서|3500|2002|G|4320
H0018|여|67|기혼|세종|프리랜서|3000|2000|D|3849
H0019|여|38|미혼|경남|주부|4000|2002|G|5200
H0020|여|29|기혼|강원|학생|3500|2009|E|4792
H0021|여|62|미혼|전남|프리랜서|3000|2002|E|4339
H0022|남|36|미혼|인천|학생|4000|2015|D|5567
H0023|여|50|기혼|부산|전문직|3500|2002|D|4200
H0024|남|58|기혼|울산|프리랜서|3500|2012|C|4200
H0025|남|36|기혼|대구|개인사업|3500|2008|H|3850
H0026|남|54|미혼|경남|프리랜서|4000|2001|F|4400
H0027|여|24|미혼|서울|프리랜서|2500|2014|E|2750
H0028|남|59|미혼|충북|학생|4500|2006|E|5400
H0029|여|52|기혼|충북|주부|3500|2014|F|4917
H0030|여|27|미혼|서울|주부|4000|2001|F|5200
H0031|남|59|기혼|서울|공무원|3500|2007|G|3850
H0032|남|33|기혼|경남|주부|4500|2014|A|5850
H0033|여|21|미혼|충남|프리랜서|3500|2013|C|4200
H0034|여|43|미혼|제주|학생|2500|2000|G|2750
H0035|남|52|기혼|대전|개인사업|4000|2005|G|5200
H0036|여|48|미혼|부산|공무원|4000|2015|F|5875
H0037|남|47|기혼|충남|프리랜서|4000|2006|D|5281
H0038|남|35|미혼|대전|회사원|3000|2002|H|3600
H0039|여|23|미혼|대구|회사원|4000|2008|F|5200
H0040|남|35|기혼|대전|전문직|2500|2008|A|3000
H0041|남|37|기혼|전남|학생|3000|2014|C|3600
H0042|여|18|기혼|서울|회사원|4000|2012|A|5200
H0043|여|37|미혼|세종|회사원|3500|2014|B|3850
H0044|남|19|미혼|제주|학생|3500|2007|B|4200
H0045|남|61|기혼|대구|전문직|4000|2004|H|4800
H0046|남|55|미혼|부산|공무원|3500|2001|G|4776
H0047|여|15|미혼|제주|주부|3000|2010|F|3600
H0048|남|70|미혼|대전|공무원|3500|2009|D|4879
H0049|남|46|미혼|부산|개인사업|3500|2003|F|4827
H0050|남|47|미혼|전북|회사원|3500|2010|F|4550
H0051|여|34|미혼|충북|프리랜서|3500|2013|B|3850
H0052|여|33|미혼|인천|주부|3000|2007|F|4553
H0053|남|21|기혼|인천|주부|3000|2012|C|3990
H0054|여|60|미혼|광주|주부|3500|2006|D|3850
H0055|남|24|기혼|강원|회사원|4000|2006|A|4800
H0056|여|62|미혼|울산|주부|3000|2000|B|4093
H0057|여|40|기혼|서울|공무원|3500|2012|G|3850
H0058|여|65|미혼|제주|프리랜서|3000|2016|D|3600
H0059|여|31|미혼|대전|전문직|4000|2001|E|4800
H0060|남|23|기혼|광주|주부|2500|2012|E|3431
H0061|여|31|기혼|울산|프리랜서|3500|2000|D|3850
H0062|남|50|기혼|제주|개인사업|3500|2014|E|3850
H0063|남|50|기혼|충남|전문직|3000|2002|D|3300
H0064|남|68|기혼|전남|개인사업|4000|2005|E|5200
H0065|여|69|기혼|서울|개인사업|3500|2010|B|4200
H0066|여|53|미혼|인천|프리랜서|3500|2012|A|3850
H0067|남|61|기혼|인천|회사원|4000|2001|A|5200
H0068|여|61|기혼|경북|전문직|3500|2014|B|4200
H0069|남|23|기혼|경기|전문직|3000|2007|G|3900
H0070|남|34|기혼|경남|회사원|4500|2007|F|5766
H0071|남|19|기혼|전남|회사원|3000|2015|G|3900
H0072|남|63|미혼|경남|학생|3500|2013|B|4200
H0073|여|18|기혼|울산|프리랜서|4000|2014|F|5200
H0074|여|33|미혼|제주|학생|3000|2014|E|3900
H0075|여|25|기혼|대전|공무원|2500|2016|B|3250
H0076|여|56|미혼|경북|개인사업|4500|2006|H|4950
H0077|남|30|미혼|경남|공무원|4500|2012|E|6116
H0078|여|30|미혼|경북|학생|3500|2015|A|3850
H0079|여|29|미혼|대구|공무원|3000|2009|D|3300
H0080|여|30|미혼|울산|회사원|4000|2001|E|4400
H0081|여|61|미혼|인천|회사원|3500|2010|A|3850
H0082|남|37|기혼|부산|주부|3000|2013|G|3900
H0083|남|70|미혼|전북|전문직|4000|2005|E|5896
H0084|여|19|미혼|충남|개인사업|3000|2011|F|3600
H0085|여|51|미혼|광주|공무원|3500|2015|F|4168
H0086|여|39|미혼|충북|주부|3000|2011|F|4225
H0087|남|43|미혼|부산|프리랜서|3000|2007|G|3300
H0088|여|41|미혼|대구|학생|3000|2005|G|3914
H0089|여|58|미혼|전북|학생|3000|2016|C|3600
H0090|여|66|기혼|강원|회사원|3000|2002|E|4518
H0091|여|16|기혼|충남|공무원|4000|2011|H|4595
H0092|여|46|기혼|충북|전문직|3000|2016|B|3300
H0093|여|59|기혼|세종|주부|3500|2003|A|4200
H0094|여|57|기혼|전북|학생|3000|2007|C|3900
H0095|여|41|미혼|부산|학생|3000|2013|B|3900
H0096|남|46|미혼|충북|전문직|4500|2012|D|5400
H0097|남|30|기혼|강원|회사원|4500|2008|C|5400
H0098|여|34|기혼|세종|공무원|3500|2009|D|4200
H0099|남|50|기혼|충북|전문직|3000|2011|B|3900
H0100|남|59|미혼|광주|개인사업|3000|2015|G|3300
I0001|여|58|기혼|인천|개인사업|3500|2011|G|4719
I0002|여|61|기혼|세종|개인사업|3500|2015|C|4181
I0003|여|33|미혼|부산|주부|4000|2013|E|4400
I0004|남|70|기혼|인천|학생|4000|2004|F|4400
I0005|남|26|미혼|인천|학생|4000|2016|H|4800
I0006|남|16|기혼|대구|주부|3500|2000|E|3850
I0007|여|17|기혼|전북|학생|3500|2000|D|4550
I0008|여|18|미혼|전북|공무원|3500|2000|C|4550
I0009|여|42|기혼|제주|개인사업|4000|2008|F|6097
I0010|남|47|기혼|전남|공무원|4000|2015|A|5200
I0011|여|59|기혼|강원|학생|3000|2005|H|4340
I0012|여|62|미혼|인천|회사원|2500|2008|D|3250
I0013|여|70|미혼|충남|주부|4000|2002|G|5436
I0014|남|59|기혼|경북|학생|3500|2012|C|3850
I0015|남|44|미혼|울산|회사원|3000|2016|G|3900
I0016|남|40|기혼|충북|개인사업|3500|2005|B|4200
I0017|여|49|미혼|인천|공무원|4500|2013|B|5400
I0018|남|33|미혼|경북|학생|3000|2015|F|3900
I0019|남|70|기혼|광주|개인사업|4000|2000|F|4400
I0020|여|23|미혼|울산|개인사업|3000|2000|G|3900
I0021|남|55|기혼|대구|공무원|3500|2015|E|4550
I0022|여|61|기혼|충남|공무원|3000|2015|B|3900
I0023|여|18|미혼|충남|전문직|3000|2001|F|3600
I0024|여|36|미혼|대구|프리랜서|4000|2004|E|5200
I0025|여|55|기혼|충북|프리랜서|3500|2004|H|4550
I0026|여|43|기혼|강원|회사원|2500|2008|G|3250
I0027|남|63|미혼|광주|전문직|3500|2007|C|4650
I0028|여|67|미혼|부산|개인사업|4000|2010|E|5200
I0029|여|60|기혼|부산|회사원|3000|2005|C|4364
I0030|남|37|미혼|세종|학생|3500|2015|E|4200
I0031|여|17|기혼|인천|공무원|4500|2008|D|6753
I0032|여|43|기혼|울산|전문직|3000|2014|E|3600
I0033|여|37|미혼|전북|학생|3500|2005|E|5190
I0034|여|41|미혼|대전|프리랜서|3500|2000|C|4200
I0035|남|32|미혼|경남|회사원|3500|2007|H|4200
I0036|남|49|기혼|서울|회사원|4500|2010|A|5864
I0037|남|53|미혼|광주|회사원|2000|2014|D|2600
I0038|여|60|기혼|서울|회사원|3000|2013|F|3900
I0039|남|41|기혼|전남|주부|3000|2013|E|3900
I0040|여|51|미혼|인천|개인사업|3500|2014|D|4550
I0041|여|68|미혼|부산|프리랜서|4000|2002|C|5677
I0042|남|60|기혼|대구|개인사업|4500|2006|H|5910
I0043|남|66|기혼|세종|개인사업|4500|2008|C|5400
I0044|남|36|기혼|제주|전문직|3000|2002|A|3600
I0045|남|53|미혼|대구|프리랜서|3000|2002|B|3300
I0046|여|30|미혼|제주|주부|3000|2011|C|3300
I0047|남|46|미혼|세종|학생|3000|2003|D|3719
I0048|남|34|기혼|울산|공무원|4000|2006|F|4400
I0049|남|25|미혼|전남|공무원|3000|2006|B|3600
I0050|여|47|미혼|경기|공무원|2500|2013|E|2750
I0051|남|49|기혼|부산|전문직|3000|2008|E|4512
I0052|남|66|기혼|경북|주부|4000|2008|H|5200
I0053|남|50|미혼|강원|공무원|4000|2012|F|4400
I0054|남|51|기혼|강원|회사원|4000|2004|D|4800
I0055|남|50|미혼|경남|회사원|3000|2008|E|3900
I0056|여|16|미혼|경기|공무원|4000|2009|G|5200
I0057|남|46|기혼|세종|프리랜서|3500|2005|E|4550
I0058|여|43|미혼|강원|회사원|3000|2003|G|3764
I0059|남|15|기혼|충북|학생|2500|2006|C|3000
I0060|남|55|미혼|울산|전문직|3500|2000|H|3850
I0061|여|51|기혼|전남|개인사업|4500|2001|F|5400
I0062|남|34|기혼|인천|공무원|4000|2015|A|5200
I0063|남|39|기혼|울산|개인사업|4000|2015|A|5275
I0064|남|54|미혼|대전|공무원|3000|2002|C|3300
I0065|남|59|미혼|충북|학생|3500|2014|B|3850
I0066|남|54|기혼|전북|개인사업|3500|2014|D|4804
I0067|여|57|미혼|부산|주부|4000|2006|F|4400
I0068|여|62|기혼|경남|공무원|3000|2004|E|4402
I0069|여|43|미혼|충남|주부|4500|2012|D|6491
I0070|여|55|미혼|인천|공무원|3500|2014|E|4200
I0071|여|62|기혼|광주|개인사업|3000|2013|D|3300
I0072|여|35|미혼|전남|주부|4000|2002|C|4800
I0073|여|68|기혼|인천|프리랜서|4000|2012|D|5944
I0074|여|68|미혼|충북|개인사업|3000|2014|F|3600
I0075|여|51|기혼|경남|학생|2500|2015|A|3715
I0076|여|34|기혼|경기|주부|3500|2007|H|4200
I0077|여|45|미혼|경북|프리랜서|3500|2013|D|4609
I0078|여|64|미혼|경남|주부|4500|2001|D|5160
I0079|남|51|미혼|세종|개인사업|3000|2007|H|4301
I0080|여|19|미혼|광주|전문직|3500|2009|G|4550
I0081|여|32|기혼|대구|프리랜서|3500|2013|D|4395
I0082|남|67|미혼|서울|주부|3000|2013|A|3300
I0083|여|65|기혼|대전|프리랜서|2500|2007|A|2750
I0084|남|63|미혼|경남|프리랜서|3500|2005|E|4236
I0085|남|70|미혼|울산|전문직|3000|2013|H|3900
I0086|남|34|미혼|충북|프리랜서|4500|2003|A|5400
I0087|여|56|미혼|부산|프리랜서|3500|2016|G|4550
I0088|여|49|미혼|경남|공무원|2500|2002|A|3000
I0089|여|34|미혼|경기|개인사업|4000|2014|H|5200
I0090|여|38|기혼|경남|공무원|3500|2005|C|4581
I0091|남|45|미혼|인천|학생|3500|2008|G|4550
I0092|여|58|미혼|경북|개인사업|3500|2007|H|3850
I0093|남|66|기혼|경남|개인사업|4000|2003|E|5200
I0094|여|60|미혼|제주|학생|4000|2009|B|4800
I0095|여|39|기혼|경북|학생|3500|2015|B|4550
I0096|남|41|미혼|경북|프리랜서|3500|2010|A|4563
I0097|여|42|기혼|세종|프리랜서|4000|2001|D|4800
I0098|여|29|기혼|서울|회사원|3500|2013|G|3850
I0099|남|23|기혼|세종|개인사업|3000|2007|E|3900
I0100|남|46|미혼|서울|프리랜서|3000|2012|C|3600
J0001|남|68|기혼|대구|전문직|2500|2003|H|3929
J0002|남|44|기혼|서울|주부|3500|2012|E|4200
J0003|여|16|미혼|대전|학생|3000|2002|D|3300
J0004|남|54|기혼|대구|개인사업|4000|2016|D|5200
J0005|남|66|미혼|부산|공무원|3500|2009|E|5099
J0006|여|37|미혼|전북|공무원|4000|2010|B|4800
J0007|여|38|미혼|경남|개인사업|4000|2002|B|4400
J0008|남|51|미혼|경남|개인사업|3500|2016|G|4550
J0009|남|60|기혼|강원|전문직|4000|2001|F|4800
J0010|남|18|미혼|대구|회사원|3500|2004|E|4200
J0011|여|26|미혼|전북|회사원|3500|2002|H|5501
J0012|여|25|기혼|경북|전문직|3000|2011|B|3300
J0013|남|66|기혼|광주|학생|3500|2013|G|5162
J0014|남|20|미혼|전북|공무원|3500|2016|C|4550
J0015|남|63|기혼|강원|전문직|3000|2000|A|3900
J0016|여|58|기혼|경남|개인사업|3500|2010|F|3850
J0017|남|69|기혼|대구|전문직|4000|2011|A|4400
J0018|여|20|미혼|충북|공무원|3000|2009|B|4663
J0019|여|68|미혼|대구|개인사업|3000|2006|F|3600
J0020|여|25|기혼|전남|공무원|2500|2008|D|2750
J0021|여|56|기혼|경북|공무원|4000|2003|A|5200
J0022|남|63|기혼|제주|학생|3500|2007|G|4550
J0023|여|22|미혼|인천|공무원|3000|2013|E|3900
J0024|남|25|기혼|서울|프리랜서|3500|2012|D|4750
J0025|남|24|기혼|경북|학생|3500|2003|H|4550
J0026|여|31|기혼|충남|회사원|2500|2012|A|3250
J0027|남|21|미혼|대전|전문직|3500|2014|H|4984
